address,eth_balance,total_txs,sent_txs,received_txs,sent_to_contract_txs,received_from_contract_txs,external_txs,internal_txs
0x9f050c9a6b90a163febfbf59c0d128088a7e0c03,0.009960438081540285,1,1,0,0,0,1,0
0x9f071805e293db0c28d0429a90e9b7a42a07e816,0.012852507001379672,1,0,1,0,0,1,0
0x9f0828527b9763f4546d3a848acfa5e39278c554,0.07,1,0,1,0,0,1,0
0x9f0a07cc3b9f474c07dae33e970cbb23155d83f1,1.317146439e-06,1,1,0,0,0,1,0
0x9f0bbaf85e0730d13b4a73dfae1961f928d9d7d4,2.928018261e-06,2,1,1,0,0,2,0
0x9f134ddcb29071a45c7e1de8e5271bc6334b1206,0.018579667014293564,1,0,1,0,0,1,0
0x9f15bf2fc7df6647f0614a3db8ff3b3b862b43eb,1.43469123e-07,1,0,1,0,0,1,0
0x9f16cad3ea3fe9b5f93d2b19c9d272ad21bf3886,0.000286750887867213,2,1,1,0,0,2,0
0x9f16e9d18a4c508aae82d03da1619460756b034b,0.01301875250780421,2,2,0,2,0,2,0
0x9f17e0e4a6509e2b7739ba763755ba1c61cda184,0.04068829274383481,2,2,0,0,0,2,0
0x9f1be22bbc5a59b8338fbe8708e9841b6c4351f4,0.0,1,1,0,0,0,1,0
0x9f1d9757782e46655273c6e774eb74ac567f99f4,1.6103128188e-05,2,1,1,0,0,2,0
0x9f2236035d471442419b45b66beefe0ff0bce324,2.869225212e-06,1,1,0,0,0,1,0
0x9f277edfc463ebaa3d2a6274b01177697e910391,0.04244831024286758,1,0,1,0,0,1,0
0x9f29819f55cc245ea0b81c7c580e1ba13f14f783,6.92845608e-07,1,1,0,0,0,1,0
0x9f2ae47c17154c0197bca4c4b1bafcd7c6cf92f0,2.646183876e-06,2,1,1,0,0,2,0
0x9f2eb2c0ce80a8a1f49ee651dc7b55fa451bc14c,0.009960438081540285,1,1,0,0,0,1,0
0x9f2f9eda3e04a39bca2a647a13bcc5c8205fbae7,9.400345921e-05,18,9,9,0,0,18,0
0x9f2fece13ab830a4c76a92c5b19969e77790d9f8,3.001e-06,3,2,1,1,0,3,0
0x9f30076056b67ba08bc76119961ed39c7d79275a,0.015538071641815,1,1,0,0,0,1,0
0x9f34722609a0f64639d68288b536bbd61a05cf60,0.0,1,1,0,0,0,1,0
0x9f35efbfe7c208b5cdc816f5b32c26f6047fc1a1,2.6298436885111967,2,0,2,0,0,2,0
0x9f3635053df9dec99f1e96d918163daf69f54ced,0.001850865494844153,1,1,0,1,0,1,0
0x9f369e97581362de97d4ee07e4637792b346ae22,0.7638070634062493,5,0,5,0,0,5,0
0x9f3b13a41a66287da0a0767e0d65c50fdd76eb38,0.011093708330135465,3,2,1,1,0,3,0
0x9f3ec14fbe69ed2448610e5f6319c96e72f62981,2.7234681265563e-05,2,2,0,2,0,2,0
0x9f452b7cc24e6e6fa690fe77cf5dd2ba3dbf1ed9,0.0,3,0,3,0,0,3,0
0x9f4692a4dbcfbb9f4cd6829d31e476192dc2ca5b,0.000118133256714923,1,0,1,0,0,1,0
0x9f485610cdd4d35b8a945aa16f37922b6cbe5407,8.3351401675859e-05,1,0,1,0,0,1,0
0x9f49f3193e8355d57538eda43fd73592137414ab,1.472921457e-06,1,0,1,0,0,1,0
0x9f4b9246ec1e8c65b3181c39d6eedf8bfdb53883,0.4420284117777331,2,2,0,2,0,2,0
0x9f4bc68e03a9adafe69b175452e9744e47919fe3,0.03576398430148442,1,0,1,0,0,1,0
0x9f4bce3f7758a44766cc08b8455ebd1394f2b545,8.896853217e-06,1,0,1,0,0,1,0
0x9f5000ed6063c82d15f2b711c2f3215d52e9c9dd,0.008960313460031793,3,1,2,0,0,3,0
0x9f5237babaef17324d4fc577a35dc0c40d4e2164,0.2817728298606058,1,1,0,1,0,1,0
0x9f56094c450763769ba0ea9fe2876070c0fd5f77,0.0,1,0,1,0,0,1,0
0x9f57b7551213bf3ad48922f01a45c35c77f9917a,3.433894971892e-06,1,1,0,0,0,1,0
0x9f59607f16b0ab0d34defcaaed933583e172c122,0.0,1,1,0,0,0,1,0
0x9f5b1b286eba83e8edc1144c99c12b5d82f30022,0.000535620493055558,1,1,0,0,0,1,0
0x9f5b70e342c725fbf4fcfbb52ea04034d8f505b1,1.82768759955e-05,1,0,1,0,0,1,0
0x9f5be381350fa74f679651598f03a4996a8ac958,0.3639287976096574,1,1,0,1,0,1,0
0x9f5cfbf78dcc24e4adbecba041cceeeaeecf01f6,4.696210412e-06,1,0,1,0,0,1,0
0x9f5f2e73c803e40fb1de5a9df3f55363712cede6,0.000104682144324632,1,0,1,0,0,1,0
0x9f60cfab27723cada0bfa3670dcc47488805673e,7.094142657e-06,2,1,1,0,0,2,0
0x9f6159637cbc2bcf9961f4d41c00f27642462db9,0.0,1,1,0,0,0,1,0
0x9f6a9efd8f37d9524cc609d1434a817bf070d831,0.03292586204656427,1,1,0,1,0,1,0
0x9f72afd1eef145113540760b6bb1eae4f84d9841,0.203014634016744,1,0,1,0,0,1,0
0x9f7b5e493112d3d5ae44503d3eba0ad7233d5e5b,0.000102578586440792,3,2,1,1,0,3,0
0x9f7f6a5e6b60099f7abe9f7f358b0649196ed5ca,0.0,1,1,0,0,0,1,0
0x9f8429f6873d6362f133bec1f2b05f260c0eaae7,0.003573030866241,2,1,1,0,0,2,0
0x9f85c6553a71bd4f315bd119c45fb3006a6683d5,0.23004523325019438,1,1,0,1,0,1,0
0x9f8a28a90137dc1e82becaf627b62f1752514f23,0.0,1,1,0,0,0,1,0
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.0,10,0,10,0,0,10,0
0x9f903d53eb7414050c838a254c53a35951d0af29,0.0,4,1,3,0,0,4,0
0x9f90b457dea25ef802e38d470dda7343691d8fe1,0.0,1,0,1,0,0,1,0
0x9f97bbf3f143cf5c0b1819d1b57398c2ab6e87d6,13.358779250239929,2,2,0,2,0,2,0
0x9f9a36572712b3daedbfb1dcb5ed68d8862028a8,0.0,2,1,1,1,0,2,0
0x9f9d2fc7abe74c79f86f0d1212107692430eef72,0.0,90,0,90,0,0,90,0
0x9f9dc9d6540d7dc1cb024cff40831bb7ab2ee8b2,0.007312072931232324,1,0,1,0,0,1,0
0x9fa53c769bc103254dfa3a325b7f4ecb5bb84fdd,1.8898898253725813,2,2,0,2,0,2,0
0x9fa5be463f3cd0bc09c5323899c1bf7dcf76ec62,4.3018255136902e-05,1,1,0,1,0,1,0
0x9fa5c5733b53814692de4fb31fd592070de5f5f0,0.0,35,0,35,0,0,35,0
0x9fa60a330a03701ba606b97714137c7610e075ec,1.251771066e-06,1,1,0,0,0,1,0
0x9fb04a8ea7ecc3168f0b30114e4d686ac918b040,2.870225212e-06,2,1,1,0,0,2,0
0x9fb23129982c993743eb9bb156af8cc8fa2ac761,1.5784063394633439,1,1,0,0,0,1,0
0x9fb339a359b451669d52ec48dbc5e7007f901df1,0.0,2,1,1,0,0,2,0
0x9fb97b6bf0047ff304e5937ca1ef9215dab7103d,0.0,2,1,1,0,0,2,0
0x9fb97cfeea4bc0bc5cc304ab2618fd975b21c5a1,0.001070407994285953,1,1,0,1,0,1,0
0x9fbdad3964a060bf918ee13c6cf3218878ef05cd,2.596096524e-06,2,1,1,0,0,2,0
0x9fc1b29f16c527f61d93027c411e0213a27d1cf4,0.2108821477106177,2,0,2,0,0,2,0
0x9fc37155b343a728bbd6ef6f1567f4122b67954c,0.0,1,0,1,0,0,1,0
0x9fc3da866e7df3a1c57ade1a97c9f00a70f010c8,39.15711178558304,2,2,0,2,0,2,0
0x9fc3f1c5493c5e0a54e9a87ab24372dbb4ab6c2d,0.00394079368226399,1,1,0,1,0,1,0
0x9fc4fe31c0ef0adab1a2d9029d50bdff531e24a4,0.015239461813680088,1,1,0,0,0,1,0
0x9fc65df3997073b8551ffd617154b5102facbb88,0.0,1,0,1,0,0,1,0
0x9fc6d7a09cfee9f66b6303db11aa9ebbbfff2950,7.6276674165e-05,1,1,0,0,0,1,0
0x9fc78f03c8244cb35950b8efea6d2a0119122df1,0.0,2,1,1,1,0,2,0
0x9fcb4132114d0936d0c48cd54671eb2bd00a4f70,0.0189,1,0,1,0,0,1,0
0x9fcfef3fa39e49fb57a9ac2943bbde6fab941ede,0.00022337837398815,1,1,0,1,0,1,0
0x9fd00ef2eb761845db947409484a26fbbb57e12f,0.882869959663705,1,0,1,0,0,1,0
0x9fd3d7bdae913a08bb69e5f5571118c73aef7793,4.976767462593311,1,1,0,1,0,1,0
0x9fd5d84e996cb08ec95b597163c7ff84022c728d,0.0,2,1,1,0,0,2,0
0x9fd7466f987fd4c45a5bbde22ed8aba5bc8d72d1,0.299756119169449,1,0,1,0,0,1,0
0x9fd95ce930b10a35a255dae8be50be44c33dd8d0,0.63383658391629,24,24,0,24,0,24,0
0x9fdb54f472d5ce72604e13e70c3b94a2effda946,0.0,4,0,4,0,0,4,0
0x9fdc6c51ac273637ead71b34e031c4e6b52bc57b,0.003622323376196932,1,1,0,1,0,1,0
0x9fe0d5ed7ba61cb61fe748369a2801b33d187d63,0.06513668448699737,1,1,0,0,0,1,0
0x9fe20b6ca09ecdf2f1024c9d854fa47ed5bfe808,0.000489595141477166,2,1,1,1,0,2,0
0x9fe4135ee8404a273a61b056e0d342b8d4d63903,0.13093877438394075,1,0,1,0,0,1,0
0x9fe48eba298a2f9f39ce62698663e8eef1b42f5d,0.0025,2,0,2,0,0,2,0
0x9fe7d783bcf2169e61a577e81ddecf2222fd63c6,0.6008657924246866,1,1,0,0,0,1,0
0x9fe80b7df2c4a55d74387322590e0cdc1b3f4cf4,6.438397287e-06,1,1,0,0,0,1,0
0x9fe9b8734d5868a884cc089da2bc58dcfdf04548,0.030378465428679273,1,1,0,1,0,1,0
0x9feb34b6163462d3f91653bc2fc52caec51d689e,0.000247846440648412,4,3,1,3,0,4,0
0x9fed30ec44abb80f51452638ae278b54260d0396,0.10752052013605,1,0,1,0,0,1,0
0x9fedf67538d0e0b9093efef2124eca8bb6932722,295.33113181515284,1,0,1,0,0,1,0
0x9fef5892be1c331426aeb4e6e32aac3718f96e87,0.13452406059487648,3,2,1,1,0,3,0
0x9fef72ffa37a703ec7ff9fb2371c570265c4e172,1.236609822e-06,1,1,0,0,0,1,0
0x9ff29d83f5bb65bf2275e37a03d73aa97aa496bf,9.6642e-05,2,1,1,1,0,2,0
0x9ff7702d8885ab6688a31564ff231c3e2feeea27,1.15884213,1,0,1,0,0,1,0
0x9ff975d00eaeaeb1871d2775005c852dacd25577,0.0,1,0,1,0,0,1,0
0x9ffb836d98d2584d23853afc6a7c367d46745e85,0.022549018810223833,1,1,0,1,0,1,0
0x9ffda9e4f785eac300a76c9ccaa8796ad7555d83,1.82287172875e-06,1,1,0,1,0,1,0
0xa007618cf2930ff34372c52e341d0845ab4b2a2f,1.260595266e-06,1,1,0,0,0,1,0
0xa009fa1ac416ec02f6f902a3a4a584b092ae6123,3.1557108089666612,12,12,0,12,0,12,0
0xa00a4c6097ea8071d4643dff5765a4dc2b2a5ba5,0.000181051711506306,1,1,0,1,0,1,0
0xa00a7daf9cb0bc575cc748698bc279f493ef4df8,4.5860472e-07,1,0,1,0,0,1,0
0xa00e47ffb64376d366f1d4f589cec107dc6d4aad,1.4459624309184378,1,0,1,0,0,1,0
0xa00fc6459c74511bbab62c307c49a43f5c4339f0,0.0,1,1,0,0,0,1,0
0xa0115d457d53dba63d86b058765a1bf024ba9a82,9.84585882e-07,1,0,1,0,0,1,0
0xa013139fea9d0cdf28990caf3fe31b830e303eca,0.0,1,0,1,0,0,1,0
0xa017d0bc1c7063fda65a33ff60f389a0a150d7aa,0.01803398257041212,1,1,0,1,0,1,0
0xa01afd1cca275c28258c7c4e3dc993868190ae5d,0.000491518967523834,1,1,0,1,0,1,0
0xa020422a9673f573f080f5acf611a8c530672432,2.8166443146e-05,2,1,1,0,0,2,0
0xa023f08c70a23abc7edfc5b6b5e171d78dfc947e,134563.91408657294,23,0,23,0,0,23,0
0xa0250f1c6145e5a40eb75f007953b8b667f4e0b3,0.000148538366877108,1,1,0,1,0,1,0
0xa029747757c1c4be8bfb093616f906ef43a585be,0.002881160894360918,1,0,1,0,0,1,0
0xa02d6669873600820ac9fc3ee7fca0559d66f9dd,2.922690624e-06,3,2,1,1,0,3,0
0xa0324c276acb8b3d30e8bf170a4cc697475d1737,0.0,2,2,0,2,0,2,0
0xa03400e098f4421b34a3a44a1b4e571419517687,674.5039874500507,31,19,12,12,0,31,0
0xa034da4830f0adf1c20e2dc178a925d1625eba68,0.6976444745889521,5,5,0,4,0,5,0
0xa035a26f98cd91e0aefee91490f310e889d2dfd6,0.08192727195242218,1,1,0,1,0,1,0
0xa0365b03bcf99fb5b7dc224ea953caef8b2b6c56,0.0,1,1,0,0,0,1,0
0xa0385e7283c83e2871e9af49eec0966088421ddd,0.0,1,0,1,0,0,1,0
0xa04268c0daf8b4b2d1e6bf7f189cbdce3f66fb4a,3.04564703048e-05,1,1,0,1,0,1,0
0xa0451c201b19e798c0bab2f19baff91cae748214,1.1380899700402e-05,2,1,1,1,0,2,0
0xa046fdd5dd224ba5498f7821a757c4b67622db2b,21.125208714219166,5,5,0,1,0,5,0
0xa04901d42873d77d4f5f0d6abb4f87a96aa2d186,3.135424446e-06,1,1,0,0,0,1,0
0xa04983c1ef4b1c71b72c6d61bd8c5cf6887d6136,0.045067709153705136,1,1,0,1,0,1,0
0xa04d10f695e437b3106f333ed455d7a1430ccb5d,0.000162310549324943,10,10,0,10,0,10,0
0xa05111bd7978b97a5a4f3bd2f729e3864e0bb2bd,0.0,4,4,0,4,0,4,0
0xa053044b594d2433c793f2ee1c156d967f3ded52,3.680558553e-06,1,1,0,0,0,1,0
0xa05405b6340a7f43dc5835351bfc4f5b1f028359,0.0,2,0,2,0,0,2,0
0xa0556ca27384195161ee0cd08833a2fea46d9457,1.6e-05,2,1,1,0,0,2,0
0xa055c9a5f5e2b1483496664ac76f5afe99b145e0,1.213415079968061,3,1,2,0,0,3,0
0xa057528c1d4987698898fe8dddec25a97dd08ae0,0.002942311525306262,1,0,1,0,0,1,0
0xa05905ec00c3dca64b9f15f1461c38000855370d,0.26985159922651597,6,3,3,3,0,6,0
0xa05af62dcf4e84de4f31e0a0d757383fd0afcdc3,0.0,1,1,0,1,0,1,0
0xa05b3f15e25be835042bb9435a318d7a95bce950,1.458666237e-06,1,0,1,0,0,1,0
0xa05c0c2fd2d7274b492370a6832b7ad0194ebeab,0.04776743114036941,1,1,0,0,0,1,0
0xa05c7c5a13ebb8beb4ce80d8f7f4b97f38b97aa4,0.0,1,1,0,1,0,1,0
0xa05d6684fff2350df8ec3c26fabaadb8e420cef9,0.029827276998898297,1,0,1,0,0,1,0
0xa05ea76d4e64e0d638823603309de61d12ab9454,0.001729779256651016,1,1,0,1,0,1,0
0xa05faf9cd1c83dbb0c8e730395bc7273cb094dd5,0.017952745289931,1,1,0,0,0,1,0
0xa067f720b434ff504490df6888ada992afc746d0,0.06557656549804713,1,0,1,0,0,1,0
0xa0684da702df89436a59b0d952259f5f7d1489a0,0.0,1,0,1,0,0,1,0
0xa0700aae4f29e43ed6b215818fe26dfb889bf626,2.538735444e-06,2,1,1,0,0,2,0
0xa07082d9d0e97dbbe0e2859b0bb31b25ef5e1fd7,8.96607201e-07,1,1,0,0,0,1,0
0xa07a7e9fe507ddefad3837bcb29c06b6698017cb,0.002281273686237936,1,1,0,0,0,1,0
0xa07b8ba1df6f0e0a961dfe3cd23e3341eea8401b,0.002386235647575675,1,0,1,0,0,1,0
0xa07f3bc2765f546d2f9c70202ec45273f9561cff,0.014404830191775807,1,1,0,1,0,1,0
0xa080c4dc9e1bd549ddb67a230fee59d54954ad8b,0.0,1,1,0,0,0,1,0
0xa080f3e2fb820583b337b1bb1fa68f6f2850109e,0.012323984983741654,1,1,0,1,0,1,0
0xa0881537198042d68d6e0ec159e20bdda559d9d0,0.0,3,2,1,0,0,3,0
0xa08a76842abecd249d9a75afd8a3986384d12040,0.000763611498043127,3,3,0,3,0,3,0
0xa08ac61d4b2ce23c69cdfe18ad7ef8bdbece18d1,0.16735846637981572,1,1,0,0,0,1,0
0xa08f07f74080fca654332399e93d59dec40df47b,0.050002465871765,3,3,0,2,0,3,0
0xa091568f0142782b3b3961653fd405fdfa1787f9,0.0,1,1,0,0,0,1,0
0xa09231881b4fc8ed1455606008ec8f62138b50e2,0.000102116199529887,2,1,1,1,0,2,0
0xa0931072245bb3b38606828f2dcfacf31bd200b1,6.11355507e-07,1,1,0,0,0,1,0
0xa0940cbc402d23547257dee8300f961af5827ec9,0.189827006314784,1,0,1,0,0,1,0
0xa0941cf244fc2378a5c01bb885ae52a8ffe249fb,0.001292897848836513,1,1,0,1,0,1,0
0xa099ebbfd78bd90d92aba638b6cc072a0d735c23,0.10945280190563564,1,1,0,0,0,1,0
0xa09c0355197744cfd52e5c3eedc4a22da7f33ed9,0.09712594022837448,2,2,0,0,0,2,0
0xa0a080a447dd7db8a0844f95384f285db6aa85e6,0.0,1,1,0,0,0,1,0
0xa0a0b923d7c50edd6b1d86206a206e20e8128f78,16.558425870901868,1,1,0,1,0,1,0
0xa0a56a8413bf55b76114a54b86563e6dd9174c0a,3.420136778035e-06,1,1,0,0,0,1,0
0xa0a6528905957bba1a771082b2dcf7438b3468bd,0.006587724001861663,2,1,1,1,0,2,0
0xa0a6eaa4750bf2c7eac02b3f2220f289d793e348,1.690303062e-06,1,1,0,0,0,1,0
0xa0a76b000c8e7fb4fd2ee4227b0142238ef7ff7e,0.0,5,0,5,0,0,5,0
0xa0abe0fd4efc8daf084b5dc34bdea091021bc1f3,6.29282304e-07,1,1,0,0,0,1,0
0xa0ac18a9319794e57c82a4fbd2bc72b135c31765,1.88476279729e-06,1,1,0,1,0,1,0
0xa0ac97152d2ce0bcc97c8082794748ee9c83bde0,1.1526401658656e-05,1,1,0,1,0,1,0
0xa0b3018bd9a7a542d24e817562740d79b93cb0bd,0.0,1,1,0,1,0,1,0
0xa0b553c0bd4de1f0df97c18a84b8fea2c5a43875,0.001124901950043311,2,1,1,1,0,2,0
0xa0b6a8b9a95f17cffd2bca8fccf3558d78cefb80,0.000832752958749499,3,3,0,3,0,3,0
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,0.0,28,0,28,0,0,28,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,2212,0,2212,0,0,2212,0
0xa0b9558c57070032be2ffd40ea49502662b6fc1f,1.0832496748677227,1,1,0,1,0,1,0
0xa0b95c3168d3faabc19bc258607498ea7c941612,2.273846505e-06,1,1,0,0,0,1,0
0xa0b9faac81f34a849d57516a0193b37ec23e70b8,0.9523607264976279,1,1,0,1,0,1,0
0xa0c193e5acdb40fe0d3ec147ba7095d8b8951ebb,8.0697412085157e-05,1,1,0,1,0,1,0
0xa0c236164f748bacc37cb944727b0afdbb5e7823,4.32395439e-07,1,1,0,0,0,1,0
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0.0,14,0,14,0,0,14,0
0xa0c7ae1122e787d220c17ab0438b8aa58ad51381,1.4413377195e-05,2,2,0,2,0,2,0
0xa0cc8f6e087059d8419d802888f6ac9aa49f24e9,0.029762402301973592,1,0,1,0,0,1,0
0xa0cd589561382f3e31d06dc288efcb40c3260904,0.034237372462097675,3,3,0,2,0,3,0
0xa0cd8b52461d18c583a1b98220523e46ac42369d,0.0996320220637064,1,0,1,0,0,1,0
0xa0d1b51279416ef35f2f01f6cfb7d45db75deaee,0.010004687641693,1,0,1,0,0,1,0
0xa0d3707c569ff8c87fa923d3823ec5d81c98be78,0.0,1,0,1,0,0,1,0
0xa0d3805c8d1f2fd6676c5959d9a1f682cb290af3,0.0,1,1,0,0,0,1,0
0xa0d8c9283d6de609d257094bbf4df381ef56ab4f,0.001183095074246022,3,3,0,2,0,3,0
0xa0d8dba98825d988da2788cb664e147d0cc374cd,2.034416412e-06,1,1,0,0,0,1,0
0xa0e00d5e8c4982a91a6bedfa4eb7981e8327421e,0.7052395137871506,3,1,2,0,0,3,0
0xa0e3e0172c5d832d2ef7a36a3e0228dca0a14608,0.001704297206939246,1,1,0,1,0,1,0
0xa0e598328f88cba29e22a00a923242560c90e2c8,8.15875578e-07,3,3,0,2,0,3,0
0xa0ea856da6f4ec42e9c942167b4ebed149c2ba31,0.000448591158946,2,1,1,1,0,2,0
0xa0eaf2b92ccc55ad76302c57801fcb1c7e1adaad,0.050002942686341,3,2,1,1,0,3,0
0xa0ee1bcdd091dd30a31acc467d2d4f0b2565444b,0.10770680836326062,1,1,0,1,0,1,0
0xa0ef2bd200fdd98a1de4cd204dedaf9910608725,0.0,2,1,1,0,0,2,0
0xa0ef786bf476fe0810408caba05e536ac800ff86,0.0,1,0,1,0,0,1,0
0xa0f2c5d6c2452be06d55a21562b1caddc5cb9dd1,2.87329245e-07,1,1,0,0,0,1,0
0xa0f3de322362ad39aca7b7d40eb7bbd7f056f771,0.000527030182741,1,0,1,0,0,1,0
0xa0f415295c159fb546bf633da1e3b50158389916,0.2653653431620346,1,1,0,0,0,1,0
0xa0f5547217475cbf9dbbc71d8e9aa1e85dd1c11f,0.01902319028204925,1,1,0,1,0,1,0
0xa0fa116e5ff29bf6d9d3cd6aa18527e79fb3687a,0.0,1,1,0,1,0,1,0
0xa0ff91e7003bcc68f2abba8df309184564508701,7.7406e-05,1,0,1,0,0,1,0
0xa0ff97b4302f856c6e441dfad757da3f943bb17e,0.000724251254864929,2,2,0,2,0,2,0
0xa1054295fafae0758a7261efd3464e3d458645e4,0.08978411419329245,1,1,0,0,0,1,0
0xa1064cd3e4c5758bc51336528d7d66106edade4b,0.0,1,1,0,1,0,1,0
0xa1089d252d3118beeab198966f9d14f636fcfaa6,0.010946067926547103,1,1,0,1,0,1,0
0xa10c019bf3332fb1f176958df3bd0c2ec9af743f,0.0,1,1,0,1,0,1,0
0xa10dd14a5869c51b88a259d9b6ff146805c603ae,0.001847022593268898,3,3,0,2,0,3,0
0xa10e77cc91f0077379e98368afc13acc2ca3aa41,0.012878271083519731,2,2,0,2,0,2,0
0xa11334bebabc08a3ac79c0037512c054f29a0c31,7.7382e-05,1,0,1,0,0,1,0
0xa114791a6a939087048960f48e62fbe817828cd1,0.40205425537250483,39,0,39,0,0,39,0
0xa11495757caab37b809d94dee0d4c0832639e8bb,0.0,2,1,1,1,0,2,0
0xa116b49911e487583f2b57fc6491e1e404cb6098,0.0,2,1,1,1,0,2,0
0xa119e851d2013a983207d44509ecb91e50c71fd5,5.253454605e-06,3,3,0,3,0,3,0
0xa126570940b91cf6953de9517c6df56d331ff0b7,2.50234174692254,1,0,1,0,0,1,0
0xa126ca5de02cc9623bf07b95c948378b03b1296b,0.001965548283281,1,1,0,0,0,1,0
0xa127a3dc7542ee7e516c7293ee5160e4b5465a96,0.0,1,1,0,1,0,1,0
0xa1280ba719747c88eab200f6d9b5f34b95c64ea8,71.70862665241378,3,1,2,0,0,3,0
0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,0.0,1,0,1,0,0,1,0
0xa12c2a10c6c354d0fab2f136117e52e8b5f99548,0.18412607619946608,1,1,0,0,0,1,0
0xa12e1462d0ced572f396f58b6e2d03894cd7c8a4,0.8677442854057934,2,1,1,1,0,2,0
0xa130ad842c335d452465d379fe085e5d16665991,0.0,1,1,0,0,0,1,0
0xa132f59ff7321f7f18055ea57b2f8b9922881fd3,1.3514233798257973,1,1,0,1,0,1,0
0xa1388cc1f460a10a707e750acabee4497de141b4,1.6094720061e-05,2,1,1,0,0,2,0
0xa138ad9fefb5ff83c8c61b1d172e2c90ba6b9df5,8.64086265e-07,1,0,1,0,0,1,0
0xa139ebeda5a68adf0f1120c8d88ff2cb4cfd199c,0.009849115,2,1,1,1,0,2,0
0xa13a9794e2afc3a3baef2db4c1b02c93b1e38519,1.25380562118e-06,1,1,0,0,0,1,0
0xa13b5e2b5a2de0cee7e382be1bc4cbe2c04780cd,0.002681928688060055,1,1,0,1,0,1,0
0xa13c4cdacebba3b4876ed060285d7b5038cc0b28,1.2659801289e-05,1,1,0,0,0,1,0
0xa145ff7907f3dfdf999e90bdcfcfa74722aaa129,0.000488966048660942,2,1,1,1,0,2,0
0xa147b5d08884549dc5ad21c8c64b630735fc03bc,0.001254257872419006,2,2,0,0,0,2,0
0xa14cfa5103dd5fdf70f3e8972d54d924b4b6ee26,0.0,2,1,1,0,0,2,0
0xa14eb2e7002bafa0bd520ce1b1ac1a715edba963,8.213412072856e-06,2,1,1,0,0,2,0
0xa152f8bb749c55e9943a3a0a3111d18ee2b3f94e,17.774507567861026,27,27,0,27,0,27,0
0xa1532cd41a9456ab00bebb3c9e5cab33a5ec0847,0.0,1,0,1,0,0,1,0
0xa156238c3512da0fc78e6f027721e305023fd12c,0.001860270400740718,1,1,0,0,0,1,0
0xa15b408f4a6da818ca6ecb26e0470c0cc0c7ca4d,0.03474168725486426,3,3,0,3,0,3,0
0xa15b5fe87ff6dcf3c2b52ec1d4eabfe721659d64,0.003128128513310542,1,1,0,1,0,1,0
0xa15bc1597b8d02f2966c1f8097912d55b65e3299,0.0,1,1,0,1,0,1,0
0xa15c417bb4a1c323e1def38de9fd3993c077b0f6,2.033831289e-06,2,1,1,0,0,2,0
0xa15ce31d5b8cc9420ee92643940ee1c344c9d3d4,0.000829915882809498,1,1,0,1,0,1,0
0xa15d9f4a2d5e5e20ccf09c9685ffc95faf2ad7d6,0.0,1,0,1,0,0,1,0
0xa16163634df702f9ad9b1b1c858c939cbb5b94a0,7.8401455436268e-05,3,0,3,0,0,3,0
0xa166d1bdba3a7ec780a1c7e3919c64eb95d692a2,1.622777583e-06,1,1,0,0,0,1,0
0xa16765c8e19613795b1d3580be58f1d2813f6020,2.6504823891e-05,2,1,1,1,0,2,0
0xa168d0ba50fb1e4e03a93839913826f73a020599,0.0,1,0,1,0,0,1,0
0xa169daa33a18d9d38a0b86900f3d2c424f942235,0.0,2,1,1,0,0,2,0
0xa16a3eabb7d2addd6ec5c3e686bf36f7cc09f5fd,0.0,3,3,0,2,0,3,0
0xa16b64b8e11dddda3a7bb851250be775c6796f37,2.758532259e-06,1,0,1,0,0,1,0
0xa16cba0ce4c9eabd3bf5ce5dffeb0dca5c450adc,2.034416412e-06,1,1,0,0,0,1,0
0xa170a00a2524a7ce73bddf487238f324ec4f024e,0.000214993650861569,2,2,0,2,0,2,0
0xa177ba89903fd9e93ee77c1838b73e30fef9487b,0.000736245385966773,1,1,0,0,0,1,0
0xa177dec8e1c3dad3843cf24be9ea808e568bcf96,0.0,3,3,0,2,0,3,0
0xa179aef63e72cc39d630bea112898df7db33de0d,1.03116615e-07,1,1,0,0,0,1,0
0xa17ad095dd735c9d77cdb4e2385e38856ac18306,8.5882272e-08,2,2,0,0,0,2,0
0xa17bd49042ce4e5bc3e8da02bb3b096ed9adc0ac,2.652729513009e-06,4,3,1,2,0,4,0
0xa17d28137bd08cfffed2c104aaf704840d5e69c5,1.501694929376e-05,2,1,1,0,0,2,0
0xa17dd4ac3d34d54072e237e5b0d304f5969632cc,0.002016692647048625,1,1,0,1,0,1,0
0xa17f045ce870d86874a2a896ab5612660dd7ac96,6.585750642813e-05,2,1,1,1,0,2,0
0xa18172e15cbf9ae8b8f1f0e53948ee332d9283ba,0.0,1,1,0,0,0,1,0
0xa186b5f653d922b0411051a94a996e226678af17,2.385667746e-06,1,1,0,0,0,1,0
0xa189c9e3eb42734a8ad9dae6cf76b2a2dda8b0b6,2.385667746e-06,1,1,0,0,0,1,0
0xa18a4f0cc2b5512b2d9d9adae39c98eb274dc2d2,0.0,1,1,0,0,0,1,0
0xa18a85ff7099beb4fc81a44187749284b32a8f62,46.36769469030351,4,4,0,4,0,4,0
